geoID,name,tax_rate
02164,"Lake and Peninsula Borough, Alaska",
02170,"Matanuska-Susitna Borough, Alaska",0.011003
02180,"Nome Census Area, Alaska",0.015473
02185,"North Slope Borough, Alaska",0.009481
02188,"Northwest Arctic Borough, Alaska",0.001225
02195,"Petersburg Borough, Alaska",0.006857
02198,"Prince of Wales-Hyder Census Area, Alaska",0.004702
02220,"Sitka City and Borough, Alaska",0.004718
02230,"Skagway Municipality, Alaska",0.003423
02240,"Southeast Fairbanks Census Area, Alaska",0.007119
02275,"Wrangell City and Borough, Alaska",0.006196
02282,"Yakutat City and Borough, Alaska",0.007622
02290,"Yukon-Koyukuk Census Area, Alaska",0.008622
04001,"Apache County, Arizona",0.00838
04003,"Cochise County, Arizona",0.006389
04005,"Coconino County, Arizona",0.00486
04007,"Gila County, Arizona",0.005389
04009,"Graham County, Arizona",0.005397
04011,"Greenlee County, Arizona",0.003588
04012,"La Paz County, Arizona",0.007066
04013,"Maricopa County, Arizona",0.004738
04015,"Mohave County, Arizona",0.004854
04017,"Navajo County, Arizona",0.006051
04019,"Pima County, Arizona",0.007835
04021,"Pinal County, Arizona",0.005175
04023,"Santa Cruz County, Arizona",0.006418
04025,"Yavapai County, Arizona",0.004413
04027,"Yuma County, Arizona",0.006546
05001,"Arkansas County, Arkansas",0.00558
05003,"Ashley County, Arkansas",0.006104
05005,"Baxter County, Arkansas",0.004625
05007,"Benton County, Arkansas",0.006072
05009,"Boone County, Arkansas",0.00534
05011,"Bradley County, Arkansas",0.005608
05013,"Calhoun County, Arkansas",0.004985
05015,"Carroll County, Arkansas",0.00526
05017,"Chicot County, Arkansas",0.005459
05019,"Clark County, Arkansas",0.005704
05021,"Clay County, Arkansas",0.00521
05023,"Cleburne County, Arkansas",0.004662
05025,"Cleveland County, Arkansas",0.005802
05027,"Columbia County, Arkansas",0.00482
05029,"Conway County, Arkansas",0.005241
05031,"Craighead County, Arkansas",0.005455
05033,"Crawford County, Arkansas",0.005318
05035,"Crittenden County, Arkansas",0.006022
05037,"Cross County, Arkansas",0.005519
05039,"Dallas County, Arkansas",0.004674
05041,"Desha County, Arkansas",0.005802
05043,"Drew County, Arkansas",0.004476
05045,"Faulkner County, Arkansas",0.005684
05047,"Franklin County, Arkansas",0.005034
05049,"Fulton County, Arkansas",0.004608
05051,"Garland County, Arkansas",0.005187
05053,"Grant County, Arkansas",0.005437
05055,"Greene County, Arkansas",0.004883
05057,"Hempstead County, Arkansas",0.00502
05059,"Hot Spring County, Arkansas",0.005082
05061,"Howard County, Arkansas",0.005229
05063,"Independence County, Arkansas",0.005452
05065,"Izard County, Arkansas",0.005848
05067,"Jackson County, Arkansas",0.005636
05069,"Jefferson County, Arkansas",0.006292
05071,"Johnson County, Arkansas",0.005657
05073,"Lafayette County, Arkansas",0.005657
05075,"Lawrence County, Arkansas",0.004885
05077,"Lee County, Arkansas",0.00525
05079,"Lincoln County, Arkansas",0.005391
05081,"Little River County, Arkansas",0.004841
05083,"Logan County, Arkansas",0.00528
05085,"Lonoke County, Arkansas",0.006399
05087,"Madison County, Arkansas",0.004449
05089,"Marion County, Arkansas",0.005133
05091,"Miller County, Arkansas",0.006181
05093,"Mississippi County, Arkansas",0.005579
05095,"Monroe County, Arkansas",0.004927
05097,"Montgomery County, Arkansas",0.003838
05099,"Nevada County, Arkansas",0.005391
05101,"Newton County, Arkansas",0.004077
05103,"Ouachita County, Arkansas",0.00502
05105,"Perry County, Arkansas",0.005197
05107,"Phillips County, Arkansas",0.006562
05109,"Pike County, Arkansas",0.005589
05111,"Poinsett County, Arkansas",0.005128
05113,"Polk County, Arkansas",0.004413
05115,"Pope County, Arkansas",0.005677
05117,"Prairie County, Arkansas",0.00616
05119,"Pulaski County, Arkansas",0.007826
05121,"Randolph County, Arkansas",0.004395
05123,"St. Francis County, Arkansas",0.005405
05125,"Saline County, Arkansas",0.006306
05127,"Scott County, Arkansas",0.004112
05129,"Searcy County, Arkansas",0.004783
05131,"Sebastian County, Arkansas",0.006512
05133,"Sevier County, Arkansas",0.004799
05135,"Sharp County, Arkansas",0.005793
05137,"Stone County, Arkansas",0.003534
05139,"Union County, Arkansas",0.005763
05141,"Van Buren County, Arkansas",0.004595
05143,"Washington County, Arkansas",0.005508
05145,"White County, Arkansas",0.004768
05147,"Woodruff County, Arkansas",0.005764
05149,"Yell County, Arkansas",0.005171
06001,"Alameda County, California",0.007623
06003,"Alpine County, California",0.006844
06005,"Amador County, California",0.006951
06007,"Butte County, California",0.006897
06009,"Calaveras County, California",0.007139
06011,"Colusa County, California",0.006614
06013,"Contra Costa County, California",0.008309
06015,"Del Norte County, California",0.005857
06017,"El Dorado County, California",0.007041
06019,"Fresno County, California",0.007457
06021,"Glenn County, California",0.006472
06023,"Humboldt County, California",0.006521
06025,"Imperial County, California",0.008401
06027,"Inyo County, California",0.007069
06029,"Kern County, California",0.009121
06031,"Kings County, California",0.007507
06033,"Lake County, California",0.007244
06035,"Lassen County, California",0.007198
06037,"Los Angeles County, California",0.006942
06039,"Madera County, California",0.007003
06041,"Marin County, California",0.007195
06043,"Mariposa County, California",0.006807
06045,"Mendocino County, California",0.006947
06047,"Merced County, California",0.006751
06049,"Modoc County, California",0.006816
06051,"Mono County, California",0.007653
06053,"Monterey County, California",0.006613
06055,"Napa County, California",0.006962
06057,"Nevada County, California",0.007412
06059,"Orange County, California",0.006659
06061,"Placer County, California",0.0085
06063,"Plumas County, California",0.007208
06065,"Riverside County, California",0.008209
06067,"Sacramento County, California",0.007553
06069,"San Benito County, California",0.008088
06071,"San Bernardino County, California",0.007044
06073,"San Diego County, California",0.007001
06075,"San Francisco County, California",0.006818
06077,"San Joaquin County, California",0.007648
06079,"San Luis Obispo County, California",0.007045
06081,"San Mateo County, California",0.006134
06083,"Santa Barbara County, California",0.00662
06085,"Santa Clara County, California",0.007062
06087,"Santa Cruz County, California",0.006211
06089,"Shasta County, California",0.007033
06091,"Sierra County, California",0.007752
06093,"Siskiyou County, California",0.006608
06095,"Solano County, California",0.007476
06097,"Sonoma County, California",0.007163
06099,"Stanislaus County, California",0.007091
06101,"Sutter County, California",0.007789
06103,"Tehama County, California",0.006324
06105,"Trinity County, California",0.005386
06107,"Tulare County, California",0.007304
06109,"Tuolumne County, California",0.006738
06111,"Ventura County, California",0.006931
06113,"Yolo County, California",0.007691
06115,"Yuba County, California",0.007539
08001,"Adams County, Colorado",0.006043
08003,"Alamosa County, Colorado",0.004424
08005,"Arapahoe County, Colorado",0.00526
08007,"Archuleta County, Colorado",0.003414
08009,"Baca County, Colorado",0.004066
08011,"Bent County, Colorado",0.003858
08013,"Boulder County, Colorado",0.005352
08014,"Broomfield County, Colorado",0.006156
08015,"Chaffee County, Colorado",0.00278
08017,"Cheyenne County, Colorado",0.004613
08019,"Clear Creek County, Colorado",0.003771
08021,"Conejos County, Colorado",0.004041
08023,"Costilla County, Colorado",0.0031
08025,"Crowley County, Colorado",0.00492
08027,"Custer County, Colorado",0.003623
08029,"Delta County, Colorado",0.003101
08031,"Denver County, Colorado",0.004425
08033,"Dolores County, Colorado",0.002406
08035,"Douglas County, Colorado",0.0055
08037,"Eagle County, Colorado",0.004098
08039,"Elbert County, Colorado",0.004485
08041,"El Paso County, Colorado",0.004114
08043,"Fremont County, Colorado",0.003832
08045,"Garfield County, Colorado",0.00427
08047,"Gilpin County, Colorado",0.002296
08049,"Grand County, Colorado",0.003476
08051,"Gunnison County, Colorado",0.002818
08053,"Hinsdale County, Colorado",0.002931
08055,"Huerfano County, Colorado",0.002754
08057,"Jackson County, Colorado",0.002052
08059,"Jefferson County, Colorado",0.004744
08061,"Kiowa County, Colorado",0.005801
08063,"Kit Carson County, Colorado",0.005154
08065,"Lake County, Colorado",0.003847
08067,"La Plata County, Colorado",0.002644
08069,"Larimer County, Colorado",0.005002
08071,"Las Animas County, Colorado",0.002443
08073,"Lincoln County, Colorado",0.003817
08075,"Logan County, Colorado",0.0047
08077,"Mesa County, Colorado",0.003884
08079,"Mineral County, Colorado",0.00354
08081,"Moffat County, Colorado",0.004301
08083,"Montezuma County, Colorado",0.00297
08085,"Montrose County, Colorado",0.003576
08087,"Morgan County, Colorado",0.005259
08089,"Otero County, Colorado",0.003223
08091,"Ouray County, Colorado",0.002767
08093,"Park County, Colorado",0.003431
08095,"Phillips County, Colorado",0.004947
08097,"Pitkin County, Colorado",0.003934
08099,"Prowers County, Colorado",0.003274
08101,"Pueblo County, Colorado",0.005085
08103,"Rio Blanco County, Colorado",0.003439
08105,"Rio Grande County, Colorado",0.004146
08107,"Routt County, Colorado",0.003293
08109,"Saguache County, Colorado",0.003395
08111,"San Juan County, Colorado",0.002937
08113,"San Miguel County, Colorado",0.002608
08115,"Sedgwick County, Colorado",0.004702
08117,"Summit County, Colorado",0.003105
08119,"Teller County, Colorado",0.003557
08121,"Washington County, Colorado",0.004077
08123,"Weld County, Colorado",0.005044
08125,"Yuma County, Colorado",0.004754
09110,"Capitol Planning Region, Connecticut",0.021429
09120,"Greater Bridgeport Planning Region, Connecticut",0.021537
09130,"Lower Connecticut River Valley Planning Region, Connecticut",0.017621
09140,"Naugatuck Valley Planning Region, Connecticut",0.020378
09150,"Northeastern Connecticut Planning Region, Connecticut",0.015428
09160,"Northwest Hills Planning Region, Connecticut",0.017995
09170,"South Central Connecticut Planning Region, Connecticut",0.020335
09180,"Southeastern Connecticut Planning Region, Connecticut",0.017509
09190,"Western Connecticut Planning Region, Connecticut",0.014746
10001,"Kent County, Delaware",0.00458
10003,"New Castle County, Delaware",0.007411
10005,"Sussex County, Delaware",0.003314
11001,"District of Columbia, District of Columbia",0.005769
12001,"Alachua County, Florida",0.009831
12003,"Baker County, Florida",0.006267
12005,"Bay County, Florida",0.00597
12007,"Bradford County, Florida",0.005668
12009,"Brevard County, Florida",0.007027
12011,"Broward County, Florida",0.00949
12013,"Calhoun County, Florida",0.005545
12015,"Charlotte County, Florida",0.008869
12017,"Citrus County, Florida",0.005914
12019,"Clay County, Florida",0.007389
12021,"Collier County, Florida",0.006613
12023,"Columbia County, Florida",0.00743
12027,"DeSoto County, Florida",0.008726
12029,"Dixie County, Florida",0.007379
12031,"Duval County, Florida",0.007792
12033,"Escambia County, Florida",0.006003
12035,"Flagler County, Florida",0.007882
12037,"Franklin County, Florida",0.006182
12039,"Gadsden County, Florida",0.00552
12041,"Gilchrist County, Florida",0.006812
12043,"Glades County, Florida",0.010131
12045,"Gulf County, Florida",0.00566
12047,"Hamilton County, Florida",0.007301
12049,"Hardee County, Florida",0.010495
12051,"Hendry County, Florida",0.008007
12053,"Hernando County, Florida",0.007196
12055,"Highlands County, Florida",0.007279
12057,"Hillsborough County, Florida",0.008362
12059,"Holmes County, Florida",0.005197
12061,"Indian River County, Florida",0.00727
12063,"Jackson County, Florida",0.005487
12065,"Jefferson County, Florida",0.006781
12067,"Lafayette County, Florida",0.006459
12069,"Lake County, Florida",0.007933
12071,"Lee County, Florida",0.008272
12073,"Leon County, Florida",0.008238
12075,"Levy County, Florida",0.006476
12077,"Liberty County, Florida",0.008767
12079,"Madison County, Florida",0.008763
12081,"Manatee County, Florida",0.007929
12083,"Marion County, Florida",0.007514
12085,"Martin County, Florida",0.008072
12086,"Miami-Dade County, Florida",0.008265
12087,"Monroe County, Florida",0.005448
12089,"Nassau County, Florida",0.007286
12091,"Okaloosa County, Florida",0.005998
12093,"Okeechobee County, Florida",0.007536
12095,"Orange County, Florida",0.007801
12097,"Osceola County, Florida",0.007865
12099,"Palm Beach County, Florida",0.008839
12101,"Pasco County, Florida",0.00763
12103,"Pinellas County, Florida",0.007285
12105,"Polk County, Florida",0.007371
12107,"Putnam County, Florida",0.008119
12109,"St. Johns County, Florida",0.007751
12111,"St. Lucie County, Florida",0.00946
12113,"Santa Rosa County, Florida",0.005988
12115,"Sarasota County, Florida",0.007574
12117,"Seminole County, Florida",0.006977
12119,"Sumter County, Florida",0.008258
12121,"Suwannee County, Florida",0.007265
12123,"Taylor County, Florida",0.007226
12125,"Union County, Florida",0.005804
12127,"Volusia County, Florida",0.007838
12129,"Wakulla County, Florida",0.006509
12131,"Walton County, Florida",0.00454
12133,"Washington County, Florida",0.005045
13001,"Appling County, Georgia",0.008464
13003,"Atkinson County, Georgia",0.008834
13005,"Bacon County, Georgia",0.010221
13007,"Baker County, Georgia",0.008676
13009,"Baldwin County, Georgia",0.00742
13011,"Banks County, Georgia",0.006301
13013,"Barrow County, Georgia",0.008323
13015,"Bartow County, Georgia",0.00725
13017,"Ben Hill County, Georgia",0.010611
13019,"Berrien County, Georgia",0.009887
13021,"Bibb County, Georgia",0.011013
13023,"Bleckley County, Georgia",0.01082
13025,"Brantley County, Georgia",0.011198
13027,"Brooks County, Georgia",0.012811
13029,"Bryan County, Georgia",0.007887
13031,"Bulloch County, Georgia",0.007782
13033,"Burke County, Georgia",0.009072
13035,"Butts County, Georgia",0.008279
13037,"Calhoun County, Georgia",0.011521
13039,"Camden County, Georgia",0.009393
13043,"Candler County, Georgia",0.010413
13045,"Carroll County, Georgia",0.006242
13047,"Catoosa County, Georgia",0.006886
13049,"Charlton County, Georgia",0.009084
13051,"Chatham County, Georgia",0.009012
13053,"Chattahoochee County, Georgia",0.0099
13055,"Chattooga County, Georgia",0.008551
13057,"Cherokee County, Georgia",0.007014
13059,"Clarke County, Georgia",0.008989
13061,"Clay County, Georgia",0.010443
13063,"Clayton County, Georgia",0.008931
13065,"Clinch County, Georgia",0.013963
13067,"Cobb County, Georgia",0.00685
13069,"Coffee County, Georgia",0.008067
13071,"Colquitt County, Georgia",0.008657
13073,"Columbia County, Georgia",0.008459
13075,"Cook County, Georgia",0.008203
13077,"Coweta County, Georgia",0.00771
13079,"Crawford County, Georgia",0.008419
13081,"Crisp County, Georgia",0.011556
13083,"Dade County, Georgia",0.006236
13085,"Dawson County, Georgia",0.00632
13087,"Decatur County, Georgia",0.009254
13089,"DeKalb County, Georgia",0.009191
13091,"Dodge County, Georgia",0.00954
13093,"Dooly County, Georgia",0.012427
13095,"Dougherty County, Georgia",0.013932
13097,"Douglas County, Georgia",0.007929
13099,"Early County, Georgia",0.008217
13101,"Echols County, Georgia",0.009858
13103,"Effingham County, Georgia",0.009556
13105,"Elbert County, Georgia",0.009825
13107,"Emanuel County, Georgia",0.009751
13109,"Evans County, Georgia",0.010322
13111,"Fannin County, Georgia",0.003492
13113,"Fayette County, Georgia",0.007811
13115,"Floyd County, Georgia",0.008037
13117,"Forsyth County, Georgia",0.007588
13119,"Franklin County, Georgia",0.007665
13121,"Fulton County, Georgia",0.008922
13123,"Gilmer County, Georgia",0.003837
13125,"Glascock County, Georgia",0.009886
13127,"Glynn County, Georgia",0.006381
13129,"Gordon County, Georgia",0.007053
13131,"Grady County, Georgia",0.009795
13133,"Greene County, Georgia",0.006847
13135,"Gwinnett County, Georgia",0.00978
13137,"Habersham County, Georgia",0.006274
13139,"Hall County, Georgia",0.007596
13141,"Hancock County, Georgia",0.009943
13143,"Haralson County, Georgia",0.008493
13145,"Harris County, Georgia",0.008863
13147,"Hart County, Georgia",0.00539
13149,"Heard County, Georgia",0.006398
13151,"Henry County, Georgia",0.009225
13153,"Houston County, Georgia",0.008555
13155,"Irwin County, Georgia",0.011149
13157,"Jackson County, Georgia",0.00883
13159,"Jasper County, Georgia",0.008903
13161,"Jeff Davis County, Georgia",0.009296
13163,"Jefferson County, Georgia",0.009914
13165,"Jenkins County, Georgia",0.009581
13167,"Johnson County, Georgia",0.009178
13169,"Jones County, Georgia",0.009582
13171,"Lamar County, Georgia",0.009484
13173,"Lanier County, Georgia",0.010174
13175,"Laurens County, Georgia",0.007693
13177,"Lee County, Georgia",0.010018
13179,"Liberty County, Georgia",0.010527
13181,"Lincoln County, Georgia",0.008833
13183,"Long County, Georgia",0.009969
13185,"Lowndes County, Georgia",0.008302
13187,"Lumpkin County, Georgia",0.006883
13189,"McDuffie County, Georgia",0.008491
13191,"McIntosh County, Georgia",0.007533
13193,"Macon County, Georgia",0.011621
13195,"Madison County, Georgia",0.008089
13197,"Marion County, Georgia",0.007043
13199,"Meriwether County, Georgia",0.009308
13201,"Miller County, Georgia",0.013863
13205,"Mitchell County, Georgia",0.012768
13207,"Monroe County, Georgia",0.006863
13209,"Montgomery County, Georgia",0.009645
13211,"Morgan County, Georgia",0.007425
13213,"Murray County, Georgia",0.006411
13215,"Muscogee County, Georgia",0.008371
13217,"Newton County, Georgia",0.009143
13219,"Oconee County, Georgia",0.007189
13221,"Oglethorpe County, Georgia",0.008037
13223,"Paulding County, Georgia",0.008457
13225,"Peach County, Georgia",0.011241
13227,"Pickens County, Georgia",0.006609
13229,"Pierce County, Georgia",0.009152
13231,"Pike County, Georgia",0.009244
13233,"Polk County, Georgia",0.007994
13235,"Pulaski County, Georgia",0.00912
13237,"Putnam County, Georgia",0.007225
13239,"Quitman County, Georgia",0.008437
13241,"Rabun County, Georgia",0.005367
13243,"Randolph County, Georgia",0.008801
13245,"Richmond County, Georgia",0.008818
13247,"Rockdale County, Georgia",0.007182
13249,"Schley County, Georgia",0.008869
13251,"Screven County, Georgia",0.011807
13253,"Seminole County, Georgia",0.012195
13255,"Spalding County, Georgia",0.009649
13257,"Stephens County, Georgia",0.0083
13259,"Stewart County, Georgia",0.017113
13261,"Sumter County, Georgia",0.013213
13263,"Talbot County, Georgia",0.010881
13265,"Taliaferro County, Georgia",0.012544
13267,"Tattnall County, Georgia",0.01018
13269,"Taylor County, Georgia",0.008975
13271,"Telfair County, Georgia",0.010915
13273,"Terrell County, Georgia",0.01096
13275,"Thomas County, Georgia",0.008246
13277,"Tift County, Georgia",0.009357
13279,"Toombs County, Georgia",0.009622
13281,"Towns County, Georgia",0.003652
13283,"Treutlen County, Georgia",0.009553
13285,"Troup County, Georgia",0.009723
13287,"Turner County, Georgia",0.011313
13289,"Twiggs County, Georgia",0.00822
13291,"Union County, Georgia",0.005048
13293,"Upson County, Georgia",0.008863
13295,"Walker County, Georgia",0.00778
13297,"Walton County, Georgia",0.00809
13299,"Ware County, Georgia",0.010113
13301,"Warren County, Georgia",0.010308
13303,"Washington County, Georgia",0.010969
13305,"Wayne County, Georgia",0.007964
13307,"Webster County, Georgia",0.010141
13309,"Wheeler County, Georgia",0.007534
13311,"White County, Georgia",0.006606
13313,"Whitfield County, Georgia",0.006732
13315,"Wilcox County, Georgia",0.010576
13317,"Wilkes County, Georgia",0.011371
13319,"Wilkinson County, Georgia",0.008822
13321,"Worth County, Georgia",0.010863
15001,"Hawaii County, Hawaii",0.002862
15003,"Honolulu County, Hawaii",0.002843
15005,"Kalawao County, Hawaii",
15007,"Kauai County, Hawaii",0.00225
15009,"Maui County, Hawaii",0.001679
16001,"Ada County, Idaho",0.005553
16003,"Adams County, Idaho",0.004128
16005,"Bannock County, Idaho",0.007178
16007,"Bear Lake County, Idaho",0.00453
16009,"Benewah County, Idaho",0.0055
16011,"Bingham County, Idaho",0.005384
16013,"Blaine County, Idaho",0.003861
16015,"Boise County, Idaho",0.003704
16017,"Bonner County, Idaho",0.003959
16019,"Bonneville County, Idaho",0.005538
16021,"Boundary County, Idaho",0.004164
16023,"Butte County, Idaho",0.005036
16025,"Camas County, Idaho",0.004219
16027,"Canyon County, Idaho",0.005698
16029,"Caribou County, Idaho",0.00604
16031,"Cassia County, Idaho",0.004435
16033,"Clark County, Idaho",0.002916
16035,"Clearwater County, Idaho",0.006009
16037,"Custer County, Idaho",0.003055
16039,"Elmore County, Idaho",0.006037
16041,"Franklin County, Idaho",0.004974
16043,"Fremont County, Idaho",0.004826
16045,"Gem County, Idaho",0.003929
16047,"Gooding County, Idaho",0.005276
16049,"Idaho County, Idaho",0.003422
16051,"Jefferson County, Idaho",0.005299
16053,"Jerome County, Idaho",0.00639
16055,"Kootenai County, Idaho",0.004713
16057,"Latah County, Idaho",0.006812
16059,"Lemhi County, Idaho",0.003931
16061,"Lewis County, Idaho",0.00666
16063,"Lincoln County, Idaho",0.004794
16065,"Madison County, Idaho",0.004967
16067,"Minidoka County, Idaho",0.005176
16069,"Nez Perce County, Idaho",0.008682
16071,"Oneida County, Idaho",0.005134
16073,"Owyhee County, Idaho",0.004812
16075,"Payette County, Idaho",0.004355
16077,"Power County, Idaho",0.008248
16079,"Shoshone County, Idaho",0.005716
16081,"Teton County, Idaho",0.003465
16083,"Twin Falls County, Idaho",0.006666
16085,"Valley County, Idaho",0.002966
16087,"Washington County, Idaho",0.005258
17001,"Adams County, Illinois",0.015786
17003,"Alexander County, Illinois",0.016457
17005,"Bond County, Illinois",0.019624
17007,"Boone County, Illinois",0.022694
17009,"Brown County, Illinois",0.014698
17011,"Bureau County, Illinois",0.020689
17013,"Calhoun County, Illinois",0.014741
17015,"Carroll County, Illinois",0.020335
17017,"Cass County, Illinois",0.021016
17019,"Champaign County, Illinois",0.020697
17021,"Christian County, Illinois",0.016913
17023,"Clark County, Illinois",0.01684
17025,"Clay County, Illinois",0.016151
17027,"Clinton County, Illinois",0.018593
17029,"Coles County, Illinois",0.020459
17031,"Cook County, Illinois",0.019833
17033,"Crawford County, Illinois",0.015558
17035,"Cumberland County, Illinois",0.01757
17037,"DeKalb County, Illinois",0.025395
17039,"De Witt County, Illinois",0.018494
17041,"Douglas County, Illinois",0.018135
17043,"DuPage County, Illinois",0.020938
17045,"Edgar County, Illinois",0.015444
17047,"Edwards County, Illinois",0.014656
17049,"Effingham County, Illinois",0.015089
17051,"Fayette County, Illinois",0.01517
17053,"Ford County, Illinois",0.020686
17055,"Franklin County, Illinois",0.015006
17057,"Fulton County, Illinois",0.021327
17059,"Gallatin County, Illinois",0.015065
17061,"Greene County, Illinois",0.016568
17063,"Grundy County, Illinois",0.020293
17065,"Hamilton County, Illinois",0.013511
17067,"Hancock County, Illinois",0.018635
17069,"Hardin County, Illinois",0.011756
17071,"Henderson County, Illinois",0.016762
17073,"Henry County, Illinois",0.0198
17075,"Iroquois County, Illinois",0.01953
17077,"Jackson County, Illinois",0.01908
17079,"Jasper County, Illinois",0.019048
17081,"Jefferson County, Illinois",0.017111
17083,"Jersey County, Illinois",0.017518
17085,"Jo Daviess County, Illinois",0.017447
17087,"Johnson County, Illinois",0.013171
17089,"Kane County, Illinois",0.023861
17091,"Kankakee County, Illinois",0.022213
17093,"Kendall County, Illinois",0.025279
17095,"Knox County, Illinois",0.019485
17097,"Lake County, Illinois",0.02677
17099,"LaSalle County, Illinois",0.021536
17101,"Lawrence County, Illinois",0.012105
17103,"Lee County, Illinois",0.019213
17105,"Livingston County, Illinois",0.021802
17107,"Logan County, Illinois",0.018388
17109,"McDonough County, Illinois",0.021623
17111,"McHenry County, Illinois",0.024932
17113,"McLean County, Illinois",0.022708
17115,"Macon County, Illinois",0.021018
17117,"Macoupin County, Illinois",0.015781
17119,"Madison County, Illinois",0.01925
17121,"Marion County, Illinois",0.017073
17123,"Marshall County, Illinois",0.019906
17125,"Mason County, Illinois",0.021461
17127,"Massac County, Illinois",0.014992
17129,"Menard County, Illinois",0.016375
17131,"Mercer County, Illinois",0.019454
17133,"Monroe County, Illinois",0.017029
17135,"Montgomery County, Illinois",0.017202
17137,"Morgan County, Illinois",0.018803
17139,"Moultrie County, Illinois",0.019062
17141,"Ogle County, Illinois",0.020299
17143,"Peoria County, Illinois",0.022385
17145,"Perry County, Illinois",0.016578
17147,"Piatt County, Illinois",0.017552
17149,"Pike County, Illinois",0.015554
17151,"Pope County, Illinois",0.010206
17153,"Pulaski County, Illinois",0.008247
17155,"Putnam County, Illinois",0.0159
17157,"Randolph County, Illinois",0.013997
17159,"Richland County, Illinois",0.015178
17161,"Rock Island County, Illinois",0.023303
17163,"St. Clair County, Illinois",0.02093
17165,"Saline County, Illinois",0.015554
17167,"Sangamon County, Illinois",0.019783
17169,"Schuyler County, Illinois",0.018267
17171,"Scott County, Illinois",0.013825
17173,"Shelby County, Illinois",0.014992
17175,"Stark County, Illinois",0.016425
17177,"Stephenson County, Illinois",0.024627
17179,"Tazewell County, Illinois",0.021161
17181,"Union County, Illinois",0.014055
17183,"Vermilion County, Illinois",0.017933
17185,"Wabash County, Illinois",0.014706
17187,"Warren County, Illinois",0.018963
17189,"Washington County, Illinois",0.018465
17191,"Wayne County, Illinois",0.015265
17193,"White County, Illinois",0.013866
